SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
IMAGICAA," BE"," 20-Apr-2021"," 5.35"," 5.35"," 5.50"," 5.10"," 5.25"," 5.10"," 5.19"," 91438"," 4.74"," 170"," -"," -"
INDIGRID," IV"," 20-Apr-2021"," 130.14"," 131.33"," 131.50"," 129.75"," 129.75"," 129.75"," 130.65"," 826686"," 1080.05"," 170"," 804573"," 97.33"
INDOSOLAR," BZ"," 20-Apr-2021"," 1.80"," 1.85"," 1.85"," 1.75"," 1.75"," 1.80"," 1.80"," 38712"," 0.70"," 55"," -"," -"
INDOTHAI," BE"," 20-Apr-2021"," 49.90"," 47.55"," 51.50"," 47.55"," 49.90"," 50.50"," 49.39"," 2536"," 1.25"," 20"," -"," -"
INDOWIND," BE"," 20-Apr-2021"," 3.60"," 3.70"," 3.70"," 3.50"," 3.65"," 3.65"," 3.65"," 20724"," 0.76"," 75"," -"," -"
INDTERRAIN," BE"," 20-Apr-2021"," 28.45"," 28.40"," 28.95"," 28.15"," 28.50"," 28.45"," 28.50"," 68125"," 19.42"," 197"," -"," -"
INFOMEDIA," BE"," 20-Apr-2021"," 3.60"," 3.75"," 3.75"," 3.50"," 3.75"," 3.70"," 3.74"," 5170"," 0.19"," 24"," -"," -"
INNOVANA," SM"," 20-Apr-2021"," 139.85"," 146.80"," 146.80"," 146.80"," 146.80"," 146.80"," 146.80"," 9000"," 13.21"," 8"," 9000"," 100.00"
INNOVATIVE," SM"," 20-Apr-2021"," 7.00"," 7.15"," 7.15"," 7.15"," 7.15"," 7.15"," 7.15"," 3000"," 0.21"," 1"," 3000"," 100.00"
IRBINVIT," IV"," 20-Apr-2021"," 51.99"," 51.70"," 51.70"," 50.75"," 50.99"," 51.03"," 51.07"," 740000"," 377.90"," 240"," 567500"," 76.69"
IREDA," N1"," 20-Apr-2021"," 1091.13"," 1091.60"," 1309.35"," 1091.60"," 1309.35"," 1309.35"," 1200.48"," 4"," 0.05"," 2"," 2"," 50.00"
IREDA," N3"," 20-Apr-2021"," 1410.00"," 1410.00"," 1410.00"," 1410.00"," 1410.00"," 1410.00"," 1410.00"," 10"," 0.14"," 1"," 10"," 100.00"
IREDA," N5"," 20-Apr-2021"," 1286.95"," 1286.95"," 1289.78"," 1286.95"," 1289.78"," 1289.78"," 1289.56"," 143"," 1.84"," 3"," 143"," 100.00"
IRFC," N2"," 20-Apr-2021"," 1229.82"," 1232.00"," 1232.00"," 1226.00"," 1226.00"," 1226.00"," 1226.86"," 74"," 0.91"," 7"," 74"," 100.00"
IRFC," N3"," 20-Apr-2021"," 1094.16"," 1093.00"," 1093.00"," 1093.00"," 1093.00"," 1093.00"," 1093.00"," 49"," 0.54"," 2"," 49"," 100.00"
IRFC," N4"," 20-Apr-2021"," 1185.00"," 1198.40"," 1198.40"," 1188.55"," 1188.55"," 1188.55"," 1188.65"," 100"," 1.19"," 3"," 100"," 100.00"
IRFC," N5"," 20-Apr-2021"," 1089.00"," 1089.00"," 1089.00"," 1089.00"," 1089.00"," 1089.00"," 1089.00"," 12"," 0.13"," 2"," 12"," 100.00"
IRFC," N9"," 20-Apr-2021"," 1150.00"," 1145.00"," 1145.00"," 1145.00"," 1145.00"," 1145.00"," 1145.00"," 201"," 2.30"," 2"," 201"," 100.00"
IRFC," NA"," 20-Apr-2021"," 1277.52"," 1277.50"," 1277.50"," 1275.00"," 1275.00"," 1275.00"," 1277.08"," 180"," 2.30"," 5"," 180"," 100.00"
IRFC," NE"," 20-Apr-2021"," 1285.01"," 1319.97"," 1319.97"," 1280.00"," 1280.00"," 1280.10"," 1285.16"," 2633"," 33.84"," 26"," 2393"," 90.88"
IRFC," NI"," 20-Apr-2021"," 1152.00"," 1140.06"," 1147.00"," 1140.06"," 1147.00"," 1147.00"," 1146.74"," 187"," 2.14"," 3"," 187"," 100.00"
IRFC," NJ"," 20-Apr-2021"," 1249.99"," 1241.30"," 1256.00"," 1241.30"," 1256.00"," 1252.53"," 1247.67"," 1065"," 13.29"," 16"," 357"," 33.52"
IRFC," NL"," 20-Apr-2021"," 1349.99"," 1151.00"," 1151.00"," 1151.00"," 1151.00"," 1151.00"," 1151.00"," 25"," 0.29"," 3"," 25"," 100.00"
IRFC," NO"," 20-Apr-2021"," 1261.00"," 1256.01"," 1260.00"," 1250.13"," 1259.00"," 1259.42"," 1256.10"," 1380"," 17.33"," 14"," 1030"," 74.64"
IVP," BE"," 20-Apr-2021"," 101.85"," 99.35"," 106.80"," 99.35"," 103.00"," 106.65"," 105.73"," 644"," 0.68"," 20"," -"," -"
JAIBALAJI," BE"," 20-Apr-2021"," 39.95"," 39.95"," 41.25"," 38.30"," 39.10"," 39.05"," 38.93"," 10408"," 4.05"," 65"," -"," -"
JAINSTUDIO," BZ"," 20-Apr-2021"," 1.80"," 1.80"," 1.80"," 1.75"," 1.75"," 1.75"," 1.80"," 1401"," 0.03"," 7"," -"," -"
JETAIRWAYS," BZ"," 20-Apr-2021"," 84.05"," 85.40"," 85.40"," 79.90"," 81.25"," 81.35"," 81.05"," 94903"," 76.92"," 2829"," -"," -"
JHS," BE"," 20-Apr-2021"," 19.65"," 19.65"," 20.00"," 19.25"," 19.60"," 19.45"," 19.73"," 23192"," 4.58"," 111"," -"," -"
JIKIND," BE"," 20-Apr-2021"," 0.55"," 0.55"," 0.55"," 0.50"," 0.50"," 0.55"," 0.54"," 6704"," 0.04"," 9"," -"," -"
JINDALPHOT," BE"," 20-Apr-2021"," 60.80"," 57.90"," 59.50"," 57.80"," 57.80"," 57.80"," 57.95"," 3254"," 1.89"," 79"," -"," -"
JISLDVREQS," BE"," 20-Apr-2021"," 11.30"," 11.00"," 11.75"," 11.00"," 11.45"," 11.35"," 11.42"," 10940"," 1.25"," 60"," -"," -"
JITFINFRA," BE"," 20-Apr-2021"," 8.05"," 8.45"," 8.45"," 7.70"," 8.00"," 8.00"," 7.96"," 4171"," 0.33"," 25"," -"," -"
JIYAECO," BE"," 20-Apr-2021"," 4.90"," 4.80"," 5.10"," 4.80"," 4.90"," 4.90"," 5.02"," 36446"," 1.83"," 85"," -"," -"
JMTAUTOLTD," BE"," 20-Apr-2021"," 2.35"," 2.30"," 2.40"," 2.25"," 2.30"," 2.30"," 2.31"," 276584"," 6.40"," 371"," -"," -"
JYOTISTRUC," BZ"," 20-Apr-2021"," 6.95"," 6.95"," 6.95"," 6.65"," 6.65"," 6.65"," 6.68"," 58052"," 3.88"," 47"," -"," -"
KALYANIFRG," BE"," 20-Apr-2021"," 171.00"," 179.05"," 179.50"," 171.00"," 176.00"," 176.00"," 178.67"," 276"," 0.49"," 10"," -"," -"
KANORICHEM," BE"," 20-Apr-2021"," 116.40"," 119.90"," 121.95"," 116.00"," 116.30"," 116.30"," 117.61"," 14347"," 16.87"," 167"," -"," -"
KAPSTON," BE"," 20-Apr-2021"," 100.00"," 95.05"," 96.00"," 95.05"," 96.00"," 96.00"," 95.35"," 192"," 0.18"," 5"," -"," -"
KARMAENG," BE"," 20-Apr-2021"," 13.20"," 12.95"," 13.60"," 12.60"," 12.60"," 13.60"," 12.80"," 12448"," 1.59"," 56"," -"," -"
KDDL-RE," BE"," 20-Apr-2021"," 306.60"," 429.20"," 429.20"," 240.00"," 300.00"," 267.65"," 353.58"," 72526"," 256.44"," 3324"," -"," -"
KERNEX," BE"," 20-Apr-2021"," 45.75"," 43.50"," 48.00"," 43.50"," 43.50"," 44.40"," 44.60"," 75363"," 33.61"," 198"," -"," -"
KSOLVES," SM"," 20-Apr-2021"," 808.50"," 823.00"," 823.00"," 780.00"," 780.00"," 780.00"," 807.71"," 3000"," 24.23"," 10"," 3000"," 100.00"
L&TFINANCE," NC"," 20-Apr-2021"," 1115.00"," 1116.25"," 1116.25"," 1071.06"," 1085.00"," 1085.00"," 1086.05"," 535"," 5.81"," 12"," 302"," 56.45"
L&TFINANCE," NI"," 20-Apr-2021"," 1145.00"," 1153.10"," 1153.10"," 1153.10"," 1153.10"," 1153.10"," 1153.10"," 100"," 1.15"," 1"," 100"," 100.00"
L&TFINANCE," NK"," 20-Apr-2021"," 1012.00"," 1030.00"," 1039.99"," 1030.00"," 1039.99"," 1039.09"," 1032.64"," 350"," 3.61"," 8"," 350"," 100.00"
L&TFINANCE," NO"," 20-Apr-2021"," 1049.00"," 1080.00"," 1080.00"," 1080.00"," 1080.00"," 1080.00"," 1080.00"," 100"," 1.08"," 1"," 100"," 100.00"
L&TFINANCE," NY"," 20-Apr-2021"," 1050.00"," 1052.00"," 1053.50"," 1052.00"," 1053.50"," 1053.50"," 1052.75"," 20"," 0.21"," 2"," 10"," 50.00"
L&TFINANCE," Y3"," 20-Apr-2021"," 1020.00"," 1020.00"," 1020.01"," 1020.00"," 1020.00"," 1020.00"," 1020.00"," 220"," 2.24"," 4"," 220"," 100.00"
L&TFINANCE," Y5"," 20-Apr-2021"," 1075.00"," 1076.05"," 1076.05"," 1070.00"," 1070.00"," 1070.00"," 1074.66"," 160"," 1.72"," 6"," 160"," 100.00"
L&TFINANCE," Y7"," 20-Apr-2021"," 1075.55"," 1070.00"," 1079.00"," 1070.00"," 1079.00"," 1070.81"," 1070.82"," 11"," 0.12"," 2"," 10"," 90.91"
L&TFINANCE," Y9"," 20-Apr-2021"," 1100.00"," 1104.99"," 1104.99"," 1101.00"," 1103.00"," 1103.00"," 1102.52"," 60"," 0.66"," 5"," 50"," 83.33"
LAGNAM," SM"," 20-Apr-2021"," 16.50"," 17.30"," 17.30"," 17.30"," 17.30"," 17.30"," 17.30"," 3000"," 0.52"," 1"," 3000"," 100.00"
LATTEYS," SM"," 20-Apr-2021"," 58.45"," 55.55"," 55.55"," 55.55"," 55.55"," 55.55"," 55.55"," 4000"," 2.22"," 2"," 2000"," 50.00"
LAXMICOT," SM"," 20-Apr-2021"," 10.35"," 10.35"," 10.35"," 10.35"," 10.35"," 10.35"," 10.35"," 6000"," 0.62"," 1"," 6000"," 100.00"
LGBFORGE," BE"," 20-Apr-2021"," 3.65"," 3.75"," 3.75"," 3.50"," 3.65"," 3.70"," 3.69"," 25810"," 0.95"," 48"," -"," -"
LIBAS," BE"," 20-Apr-2021"," 42.60"," 42.60"," 44.00"," 42.60"," 43.40"," 43.40"," 43.10"," 33934"," 14.62"," 92"," -"," -"
LOKESHMACH," BE"," 20-Apr-2021"," 51.90"," 53.70"," 53.70"," 49.60"," 50.00"," 50.35"," 51.42"," 29716"," 15.28"," 194"," -"," -"
LPDC," BE"," 20-Apr-2021"," 1.90"," 1.90"," 1.95"," 1.85"," 1.95"," 1.95"," 1.92"," 22426"," 0.43"," 40"," -"," -"
LSIL," BE"," 20-Apr-2021"," 1.10"," 1.10"," 1.15"," 1.05"," 1.10"," 1.10"," 1.08"," 2627255"," 28.44"," 1306"," -"," -"
LYKALABS," BE"," 20-Apr-2021"," 28.10"," 29.50"," 29.50"," 29.50"," 29.50"," 29.50"," 29.50"," 44042"," 12.99"," 81"," -"," -"
M&MFIN," N2"," 20-Apr-2021"," 1158.47"," 1163.00"," 1163.00"," 1159.00"," 1159.00"," 1159.90"," 1159.90"," 235"," 2.73"," 6"," 235"," 100.00"
M&MFIN," N3"," 20-Apr-2021"," 1620.00"," 1630.00"," 1630.00"," 1630.00"," 1630.00"," 1630.00"," 1630.00"," 100"," 1.63"," 2"," 100"," 100.00"
M14RG," MF"," 20-Apr-2021"," 10.00"," 9.26"," 9.90"," 9.26"," 9.90"," 9.90"," 9.58"," 20000"," 1.92"," 12"," 10000"," 50.00"
M15RD," MF"," 20-Apr-2021"," 9.20"," 8.74"," 8.74"," 8.74"," 8.74"," 8.74"," 8.74"," 2000"," 0.17"," 1"," 2000"," 100.00"
M15RG," MF"," 20-Apr-2021"," 9.21"," 8.84"," 8.84"," 8.84"," 8.84"," 8.84"," 8.84"," 9000"," 0.80"," 2"," 9000"," 100.00"
M17RG," MF"," 20-Apr-2021"," 7.76"," 8.53"," 8.53"," 8.02"," 8.02"," 8.52"," 8.53"," 5001"," 0.43"," 2"," 4999"," 99.96"
MACPOWER," BE"," 20-Apr-2021"," 84.00"," 83.00"," 86.75"," 81.70"," 83.50"," 82.10"," 84.56"," 27754"," 23.47"," 18"," -"," -"
MADHUCON," BE"," 20-Apr-2021"," 4.80"," 4.75"," 5.00"," 4.75"," 4.85"," 4.85"," 4.84"," 9822"," 0.48"," 33"," -"," -"
MADRASFERT," BE"," 20-Apr-2021"," 23.65"," 24.00"," 24.80"," 23.45"," 24.45"," 24.25"," 24.28"," 26315"," 6.39"," 139"," -"," -"
MAGMA," N1"," 20-Apr-2021"," 1090.10"," 1090.00"," 1090.00"," 1090.00"," 1090.00"," 1090.00"," 1090.00"," 10"," 0.11"," 1"," 10"," 100.00"
MAGNUM," BE"," 20-Apr-2021"," 4.25"," 4.45"," 4.45"," 4.05"," 4.35"," 4.40"," 4.18"," 13339"," 0.56"," 38"," -"," -"
MAHAPEXLTD," BE"," 20-Apr-2021"," 65.50"," 63.05"," 67.95"," 63.05"," 65.95"," 65.95"," 64.55"," 5693"," 3.67"," 45"," -"," -"
MAHICKRA," SM"," 20-Apr-2021"," 80.60"," 78.00"," 78.00"," 78.00"," 78.00"," 78.00"," 78.00"," 1500"," 1.17"," 1"," 1500"," 100.00"
MAJESCO," BE"," 20-Apr-2021"," 70.15"," 72.85"," 73.55"," 67.65"," 73.30"," 73.15"," 72.69"," 512790"," 372.74"," 4789"," -"," -"
MARALOVER," BE"," 20-Apr-2021"," 29.40"," 28.85"," 29.60"," 28.80"," 29.00"," 29.20"," 29.14"," 4294"," 1.25"," 23"," -"," -"
MBAPL," BE"," 20-Apr-2021"," 78.20"," 78.00"," 81.95"," 78.00"," 81.00"," 81.05"," 80.44"," 1591"," 1.28"," 16"," -"," -"
MBECL," BE"," 20-Apr-2021"," 6.80"," 6.70"," 6.95"," 6.50"," 6.55"," 6.55"," 6.64"," 32530"," 2.16"," 85"," -"," -"
MELSTAR," BZ"," 20-Apr-2021"," 1.95"," 1.90"," 1.90"," 1.90"," 1.90"," 1.90"," 1.90"," 1591"," 0.03"," 5"," -"," -"
MERCATOR," BE"," 20-Apr-2021"," 0.80"," 0.80"," 0.85"," 0.75"," 0.80"," 0.80"," 0.81"," 147023"," 1.19"," 110"," -"," -"
METALFORGE," BE"," 20-Apr-2021"," 5.20"," 5.45"," 5.45"," 5.25"," 5.45"," 5.45"," 5.42"," 8132"," 0.44"," 42"," -"," -"
MHHL," SM"," 20-Apr-2021"," 24.15"," 24.25"," 24.25"," 24.00"," 24.00"," 24.00"," 24.13"," 6000"," 1.45"," 2"," 6000"," 100.00"
MIC," BE"," 20-Apr-2021"," 0.65"," 0.65"," 0.70"," 0.65"," 0.70"," 0.65"," 0.68"," 59049"," 0.40"," 47"," -"," -"
MILTON," SM"," 20-Apr-2021"," 15.80"," 16.55"," 16.55"," 16.55"," 16.55"," 16.55"," 16.55"," 26400"," 4.37"," 6"," 26400"," 100.00"
MINDSPACE," RR"," 20-Apr-2021"," 295.81"," 295.00"," 301.80"," 295.00"," 297.00"," 297.33"," 297.68"," 86000"," 256.01"," 333"," 67000"," 77.91"
MIRCELECTR," BE"," 20-Apr-2021"," 12.10"," 12.00"," 12.40"," 11.50"," 11.70"," 11.50"," 11.65"," 531825"," 61.95"," 633"," -"," -"
MODIRUBBER," BE"," 20-Apr-2021"," 81.50"," 77.45"," 85.55"," 77.45"," 85.00"," 80.60"," 79.87"," 21007"," 16.78"," 368"," -"," -"
MOHOTAIND," BE"," 20-Apr-2021"," 6.45"," 6.70"," 6.75"," 6.25"," 6.35"," 6.40"," 6.51"," 7815"," 0.51"," 51"," -"," -"
MOKSH," SM"," 20-Apr-2021"," 50.60"," 50.00"," 50.00"," 50.00"," 50.00"," 50.00"," 50.00"," 9000"," 4.50"," 3"," 9000"," 100.00"
MOLDTEKPP," E1"," 20-Apr-2021"," 280.00"," 280.00"," 280.00"," 261.10"," 271.00"," 274.15"," 271.08"," 181"," 0.49"," 27"," 130"," 71.82"
MPTODAY," SM"," 20-Apr-2021"," 18.00"," 18.90"," 18.90"," 18.90"," 18.90"," 18.90"," 18.90"," 4000"," 0.76"," 2"," 4000"," 100.00"
MRO-TEK," BE"," 20-Apr-2021"," 28.00"," 26.60"," 26.60"," 26.60"," 26.60"," 26.60"," 26.60"," 335"," 0.09"," 6"," -"," -"
MUKANDENGG," BE"," 20-Apr-2021"," 20.05"," 20.15"," 21.05"," 20.15"," 21.05"," 21.00"," 20.92"," 26946"," 5.64"," 108"," -"," -"
MUKANDLTD," P1"," 20-Apr-2021"," 5.70"," 5.15"," 5.15"," 5.15"," 5.15"," 5.15"," 5.15"," 17"," 0.00"," 2"," 17"," 100.00"
N100," EQ"," 20-Apr-2021"," 1037.27"," 1039.90"," 1039.90"," 1023.89"," 1038.00"," 1030.17"," 1029.01"," 130557"," 1343.45"," 3452"," 76834"," 58.85"
NABARD," N2"," 20-Apr-2021"," 1227.99"," 1228.55"," 1239.99"," 1228.55"," 1235.00"," 1235.00"," 1233.07"," 4949"," 61.02"," 34"," 3567"," 72.08"
NAGAFERT," BE"," 20-Apr-2021"," 5.45"," 5.45"," 5.50"," 5.25"," 5.45"," 5.40"," 5.43"," 150937"," 8.19"," 313"," -"," -"
NANDANI," SM"," 20-Apr-2021"," 24.50"," 23.30"," 25.70"," 23.30"," 25.70"," 25.70"," 25.30"," 30000"," 7.59"," 6"," 30000"," 100.00"
NATNLSTEEL," BE"," 20-Apr-2021"," 4.35"," 4.30"," 4.55"," 4.15"," 4.15"," 4.15"," 4.28"," 9780"," 0.42"," 28"," -"," -"
NHAI," N1"," 20-Apr-2021"," 1077.00"," 1075.26"," 1076.50"," 1075.26"," 1076.50"," 1076.50"," 1075.65"," 1215"," 13.07"," 6"," 620"," 51.03"
NHAI," N2"," 20-Apr-2021"," 1249.33"," 1242.25"," 1249.00"," 1242.25"," 1249.00"," 1248.65"," 1248.55"," 407"," 5.08"," 7"," 407"," 100.00"
NHAI," N4"," 20-Apr-2021"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 1160.00"," 30"," 0.35"," 1"," 30"," 100.00"
NHAI," N5"," 20-Apr-2021"," 1255.00"," 1248.00"," 1248.00"," 1248.00"," 1248.00"," 1248.00"," 1248.00"," 10"," 0.12"," 1"," 10"," 100.00"
NHAI," N6"," 20-Apr-2021"," 1269.90"," 1270.00"," 1276.50"," 1268.00"," 1269.00"," 1269.20"," 1269.88"," 3560"," 45.21"," 25"," 3221"," 90.48"
NHAI," N9"," 20-Apr-2021"," 1202.01"," 1428.99"," 1428.99"," 1205.00"," 1205.00"," 1205.00"," 1317.00"," 2"," 0.03"," 2"," 2"," 100.00"
NHAI," NA"," 20-Apr-2021"," 1226.50"," 1227.50"," 1230.00"," 1227.50"," 1229.90"," 1229.19"," 1228.65"," 187"," 2.30"," 7"," 186"," 99.47"
NHAI," NC"," 20-Apr-2021"," 1159.99"," 1158.00"," 1158.00"," 1158.00"," 1158.00"," 1158.00"," 1158.00"," 20"," 0.23"," 1"," 20"," 100.00"
NHAI," ND"," 20-Apr-2021"," 1244.40"," 1270.00"," 1270.00"," 1270.00"," 1270.00"," 1270.00"," 1270.00"," 2"," 0.03"," 2"," 2"," 100.00"
NHAI," NE"," 20-Apr-2021"," 1268.00"," 1273.90"," 1273.90"," 1263.50"," 1266.00"," 1266.00"," 1264.70"," 2154"," 27.24"," 13"," 2130"," 98.89"
NHBTF2014," N5"," 20-Apr-2021"," 6340.00"," 6445.24"," 6445.24"," 6445.24"," 6445.24"," 6445.24"," 6445.24"," 61"," 3.93"," 1"," 61"," 100.00"
NHBTF2014," N6"," 20-Apr-2021"," 7082.00"," 7149.00"," 7149.00"," 7149.00"," 7149.00"," 7149.00"," 7149.00"," 38"," 2.72"," 8"," 38"," 100.00"
NHBTF2023," N6"," 20-Apr-2021"," 6350.00"," 6380.00"," 6380.00"," 6350.00"," 6380.00"," 6365.93"," 6370.89"," 321"," 20.45"," 19"," 321"," 100.00"
NHBTF2023," N7"," 20-Apr-2021"," 6999.30"," 6999.30"," 6999.30"," 6999.30"," 6999.30"," 6999.30"," 6999.30"," 5"," 0.35"," 1"," 5"," 100.00"
NILAINFRA," BE"," 20-Apr-2021"," 4.20"," 4.30"," 4.40"," 4.05"," 4.35"," 4.35"," 4.29"," 114140"," 4.90"," 121"," -"," -"
NILASPACES," BE"," 20-Apr-2021"," 1.40"," 1.45"," 1.45"," 1.35"," 1.35"," 1.35"," 1.36"," 91883"," 1.25"," 143"," -"," -"
NITINFIRE," BZ"," 20-Apr-2021"," 0.60"," 0.60"," 0.65"," 0.55"," 0.65"," 0.60"," 0.59"," 233457"," 1.37"," 45"," -"," -"
NITIRAJ," SM"," 20-Apr-2021"," 45.45"," 46.00"," 47.70"," 43.20"," 43.20"," 43.20"," 44.77"," 16500"," 7.39"," 11"," 15000"," 90.91"
NOIDATOLL," BE"," 20-Apr-2021"," 6.50"," 6.60"," 6.60"," 6.20"," 6.20"," 6.20"," 6.22"," 49358"," 3.07"," 96"," -"," -"
NTPC," N4"," 20-Apr-2021"," 1152.00"," 1131.00"," 1148.70"," 1131.00"," 1143.00"," 1144.25"," 1141.07"," 200"," 2.28"," 5"," 200"," 100.00"
NTPC," N6"," 20-Apr-2021"," 1420.00"," 1427.85"," 1427.85"," 1427.85"," 1427.85"," 1427.85"," 1427.85"," 1000"," 14.28"," 1"," 1000"," 100.00"
NTPC," N7"," 20-Apr-2021"," 13.58"," 13.60"," 13.65"," 13.57"," 13.63"," 13.63"," 13.64"," 46088"," 6.29"," 93"," 43566"," 94.53"
NTPC," NB"," 20-Apr-2021"," 1136.06"," 1136.00"," 1142.00"," 1136.00"," 1142.00"," 1142.00"," 1139.00"," 14"," 0.16"," 2"," 7"," 50.00"
OILCOUNTUB," BE"," 20-Apr-2021"," 5.50"," 5.40"," 5.75"," 5.40"," 5.75"," 5.75"," 5.62"," 18965"," 1.07"," 20"," -"," -"
ONELIFECAP," BE"," 20-Apr-2021"," 6.10"," 6.40"," 6.40"," 5.90"," 5.90"," 6.15"," 6.06"," 1309"," 0.08"," 12"," -"," -"
OPTOCIRCUI," BE"," 20-Apr-2021"," 4.05"," 4.25"," 4.25"," 4.25"," 4.25"," 4.25"," 4.25"," 72545"," 3.08"," 83"," -"," -"
ORCHPHARMA," BE"," 20-Apr-2021"," 1513.70"," 1438.05"," 1438.05"," 1438.05"," 1438.05"," 1438.05"," 1438.05"," 204"," 2.93"," 60"," -"," -"
ORICONENT," BE"," 20-Apr-2021"," 18.30"," 17.90"," 19.10"," 17.90"," 19.00"," 18.55"," 18.33"," 8012"," 1.47"," 62"," -"," -"
ORTEL," BZ"," 20-Apr-2021"," 1.05"," 1.00"," 1.05"," 1.00"," 1.05"," 1.05"," 1.03"," 300"," 0.00"," 2"," -"," -"
OSIAHYPER," SM"," 20-Apr-2021"," 140.10"," 117.00"," 148.00"," 117.00"," 148.00"," 137.65"," 137.67"," 1200"," 1.65"," 3"," 400"," 33.33"
OSWALSEEDS," SM"," 20-Apr-2021"," 37.25"," 35.40"," 38.00"," 35.40"," 38.00"," 38.00"," 36.70"," 8000"," 2.94"," 2"," 8000"," 100.00"
PAEL," BZ"," 20-Apr-2021"," 10.80"," 10.30"," 10.30"," 10.30"," 10.30"," 10.30"," 10.30"," 3264"," 0.34"," 16"," -"," -"
PALREDTEC," BE"," 20-Apr-2021"," 123.50"," 129.65"," 129.65"," 129.65"," 129.65"," 129.65"," 129.65"," 6431"," 8.34"," 93"," -"," -"
PANSARI," SM"," 20-Apr-2021"," 52.00"," 52.00"," 52.10"," 52.00"," 52.10"," 52.10"," 52.03"," 18000"," 9.37"," 2"," 18000"," 100.00"
PAR," SM"," 20-Apr-2021"," 126.50"," 129.00"," 132.25"," 128.45"," 130.00"," 130.00"," 129.80"," 14000"," 18.17"," 7"," 6000"," 42.86"
PARSVNATH," BE"," 20-Apr-2021"," 7.65"," 7.80"," 7.80"," 7.30"," 7.45"," 7.45"," 7.41"," 59251"," 4.39"," 117"," -"," -"
PARTYCRUS," SM"," 20-Apr-2021"," 23.90"," 25.05"," 25.05"," 25.05"," 25.05"," 25.05"," 25.05"," 6000"," 1.50"," 3"," 6000"," 100.00"
PASHUPATI," SM"," 20-Apr-2021"," 75.50"," 76.00"," 76.00"," 76.00"," 76.00"," 76.00"," 76.00"," 1600"," 1.22"," 1"," 1600"," 100.00"
PAVNAIND," SM"," 20-Apr-2021"," 165.10"," 165.10"," 165.10"," 165.10"," 165.10"," 165.10"," 165.10"," 2400"," 3.96"," 3"," 2400"," 100.00"
